评论内容,评价
"分量十足,适合做白煮蛋/溏心蛋,物美价廉",好评
"鲜黄清亮,炒蛋煎蛋都很香,物美价廉",好评
"个大饱满,炒蛋煎蛋都很香",好评
变质腥臭/发粘,差评
"日期新鲜,个大饱满",好评
"个大饱满,包装完好无破损",好评
"个大饱满,分量十足,包装完好无破损",好评
"日期新鲜,鲜黄清亮,个大饱满",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生,炒蛋煎蛋都很香,宝宝辅食无菌更放心",好评
"适合做白煮蛋/溏心蛋,宝宝辅食无菌更放心",好评
"鲜黄清亮,个大饱满,物美价廉",好评
"做蛋糕很香甜,宝宝辅食无菌更放心",好评
"日期新鲜,适合做白煮蛋/溏心蛋",好评
"日期新鲜,包装完好无破损",好评
"个大饱满,分量十足,炒蛋煎蛋都很香",好评
"适合做白煮蛋/溏心蛋,物美价廉",好评
好,好评
"日期新鲜,做蛋糕很香甜",好评
"做蛋糕很香甜,物美价廉",好评
"适合做白煮蛋/溏心蛋,物美价廉",好评
"日期新鲜,鲜黄清亮,分量十足",好评
"适合做白煮蛋/溏心蛋,做蛋糕很香甜",好评
"适合做白煮蛋/溏心蛋,宝宝辅食无菌更放心",好评
"个大饱满,分量十足,炒蛋煎蛋都很香",好评
"日期新鲜,有蛋香味,大小均匀,每周必买",好评
"鲜黄清亮,个大饱满,宝宝辅食无菌更放心",好评
"日期新鲜,蛋壳干净卫生,宝宝辅食无菌更放心",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生",好评
"日期新鲜,包装完好无破损",好评
"个大饱满,适合做白煮蛋/溏心蛋",好评
"宝宝辅食无菌更放心,包装完好无破损",好评
"鲜黄清亮,包装完好无破损",好评
"做蛋糕很香甜,宝宝辅食无菌更放心",好评
外壳（包装）破损破裂,差评
包装完好无破损,好评
日期新鲜,好评
"日期新鲜,物美价廉,包装完好无破损",好评
日期新鲜,好评
"适合做白煮蛋/溏心蛋,做蛋糕很香甜",好评
"分量十足,炒蛋煎蛋都很香",好评
"日期新鲜,分量十足,宝宝辅食无菌更放心",好评
"日期新鲜,鲜黄清亮,蛋壳干净卫生",好评
"日期新鲜,适合做白煮蛋/溏心蛋",好评
"蛋壳干净卫生,包装完好无破损",好评
"适合做白煮蛋/溏心蛋,炒蛋煎蛋都很香",好评
"个大饱满,物美价廉",好评
"宝宝辅食无菌更放心,物美价廉",好评
"做蛋糕很香甜,宝宝辅食无菌更放心",好评
"日期新鲜,做蛋糕很香甜,物美价廉",好评
"鲜黄清亮,个大饱满,宝宝辅食无菌更放心",好评
"日期新鲜,鲜黄清亮,包装完好无破损",好评
"鲜黄清亮,分量十足,炒蛋煎蛋都很香",好评
"适合做白煮蛋/溏心蛋,宝宝辅食无菌更放心",好评
"个大饱满,宝宝辅食无菌更放心",好评
"日期新鲜,做蛋糕很香甜,包装完好无破损",好评
"炒蛋煎蛋都很香,宝宝辅食无菌更放心",好评
"蛋壳干净卫生,适合做白煮蛋/溏心蛋",好评
鲜黄清亮,好评
"日期新鲜,鲜黄清亮,物美价廉",好评
"蛋壳干净卫生,做蛋糕很香甜,物美价廉",好评
"蛋壳干净卫生,分量十足,物美价廉,包装完好无破损",好评
"日期新鲜,鲜黄清亮,做蛋糕很香甜",好评
"蛋壳干净卫生,个大饱满,炒蛋煎蛋都很香",好评
外壳（包装）破损破裂,差评
佳农九分甜进口香蕉，经常购买，每天补点钾。,好评
非常新鲜，味道好，种类丰富口感细腻，超市就只来盒马！,好评
一直买这款，香甜软糯，非常好吃，值得回购。,好评
新鲜大香蕉，口感软糯，价格适中，非常好吃,好评
收到的生产日期新鲜，看上去还不错，有点偏生。,好评
香蕉🍌昨天买时发青的，今天马上可以吃了太棒了👏🏻,好评
超甜的这香蕉 **蛋饼必备 超级新鲜 超级甜 小朋友很爱,好评
还行吧,好评
多次购买，一直很好，全家都很喜欢,好评
佳农的九分甜进口香蕉口感软糯香甜，甜度适中，没有水果未成熟的苦涩的口感，果肉洁白，果皮光滑细腻，鲜黄可人,好评
放两天再吃，更软糯更甜。,好评
袋子折了 本来一趟就能取上去，现在要下来拿两趟,好评
拿到手有点生，放了两天才吃，软糯香甜，好评,好评
这个香蕉超级甜，很新鲜，喜欢。会继续回购。,好评
一如既往的好，好评！,好评
好吃，熟的刚刚好，喜欢盒马的产品品质和服务，非常推荐。,好评
香蕉很大条，吃一条就很满足，味道不错，不会太甜，软硬适中,好评
香蕉很甜很糯,好评
盒马给的量很足，口感很好，值得入,好评
软糯香甜 口感细腻 佳农值得信赖 这款香蕉值得拥有,好评
一直在回购,好评
甜又好吃,好评
香蕉挺好吃的，虽然个头小一点，但是口感很好,好评
经常买，可以,好评
香甜软糯，是我想要的口感,好评
挺好的，一直吃佳龙,好评
这个还行，比想象中好,好评
很糯很甜。刚刚好的熟度。,好评
味道不错,好评
多次回购,好评
这个每次必买，不错,好评
佳农的香蕉一如既往的好吃，黄了就可以吃，喜欢软糯的可以放久一些,好评
买过很多次，好吃,好评
配送速度快，这个香蕉很好吃,好评
好吃方便，个头大,好评
喜欢香蕉的口感，不酸，是甜的,好评
非常好吃,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
烂了一根，背面没看到。,好评
"非常新鲜,软糯香甜,甜度适中",好评
这次香蕉挺甜的，稍微熟过了一点点，有一点点碰坏了，但香蕉很大，也很甜,好评
"非常新鲜,软糯香甜,甜度适中",好评
不错，新鲜，有香味,好评
"非常新鲜,软糯香甜,甜度适中",好评
新鲜香甜,好评
"非常新鲜,软糯香甜,甜度适中",好评
好吃,好评
甜的,好评
"非常新鲜,软糯香甜,甜度适中",好评
挺好的！,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
非常新鮮好好,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
挺甜的,好评
碰伤/压伤,差评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
品质不错，满意,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
糯香甜,好评
可以,好评
不错的,好评
"非常新鲜,软糯香甜,甜度适中",好评
外部发霉/腐烂/黑斑,差评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
好吃，新鲜,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
果生/不熟,差评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
软糯香甜,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
软糯香甜,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
甜度不错,好评
非常新鲜,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
碰伤/压伤,差评
正可以哟,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
甜度适中,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
好吃,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
软糯香甜,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
果生/不熟,差评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
新鲜,好评
好吃,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
软糯香甜,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"色泽金黄,果香浓郁,软糯可口,成熟度正好,没有坏果",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
非常新鲜,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
果生/不熟,差评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
甜度适中,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
软糯香甜,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
甜度适中,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
果生/不熟,差评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
非常甜,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
软糯香甜,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
果生/不熟,差评
非常新鲜,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
甜,好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
"非常新鲜,软糯香甜,甜度适中",好评
